category,discounted_price,actual_price,discount_percentage,rating
"Electronics|HomeTheater,TV&Video|Accessories|Cables|RCACables",439.0,758.0,42.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,789.0,1999.0,61.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.0,700.0,57.0,4.4
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,325.0,1099.0,70.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1299.0,1999.0,35.0,4.4
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",790.0,1999.0,60.0,3.0
Electronics|HomeAudio|MediaStreamingDevices|StreamingClients,4699.0,4699.0,0.0,4.5
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18999.0,24990.0,24.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",269.0,650.0,59.0,4.4
"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers",1990.0,3100.0,36.0,4.0
Electronics|HomeAudio|Speakers|TowerSpeakers,2299.0,3999.0,43.0,3.8
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",35999.0,49990.0,28.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,999.0,65.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,719.0,1499.0,52.0,4.1
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",8999.0,18999.0,53.0,4.0
"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",917.0,2299.0,60.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,999.0,60.0,3.3
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",45999.0,69900.0,34.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,119.0,299.0,60.0,3.8
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21999.0,29999.0,27.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,599.0,50.0,3.7
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",21990.0,34990.0,37.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,417.44,670.0,38.0,3.9
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,3.0
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",47990.0,79990.0,40.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",215.0,499.0,57.0,3.5
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.0,800.0,88.0,3.9
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",18999.0,35000.0,46.0,4.0
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,999.0,75.0,4.3
"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",7999.0,15999.0,50.0,3.8
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.0,1600.0,59.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1289.0,2499.0,48.0,3.3
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",609.0,1500.0,59.0,4.5
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.0,54990.0,40.0,4.1
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",599.0,1999.0,70.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,899.0,61.0,4.1
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",29999.0,50999.0,41.0,4.4
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.0,399.0,50.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",349.0,699.0,50.0,3.9
"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",1850.0,4500.0,59.0,4.0
"Electronics|HomeTheater,TV&Video|Projectors",13990.0,28900.0,52.0,4.5
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.0,449.0,71.0,3.7
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",379.0,999.0,62.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",185.0,499.0,63.0,4.2
Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,218.0,999.0,78.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",499.0,900.0,45.0,4.4
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",26999.0,42999.0,37.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",893.0,1052.0,15.0,4.3
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10990.0,19990.0,45.0,3.7
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,379.0,1099.0,66.0,4.3
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",16999.0,25999.0,35.0,4.2
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",699.0,1899.0,63.0,4.4
"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses",2699.0,3500.0,23.0,3.5
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,129.0,599.0,78.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,389.0,999.0,61.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",246.0,600.0,59.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.0
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",247.0,399.0,38.0,3.9
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",1369.0,2999.0,54.0,3.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",199.0,499.0,60.0,3.8
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",299.0,599.0,50.0,4.0
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",14999.0,14999.0,0.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,699.0,57.0,3.9
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24990.0,51990.0,52.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,999.0,75.0,5.0
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",61999.0,69999.0,11.0,4.1
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",24499.0,50000.0,51.0,3.9
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",10499.0,19499.0,46.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,999.0,65.0,4.3
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",197.0,499.0,61.0,3.8
"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",1299.0,2499.0,48.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,1519.0,1899.0,20.0,4.4
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",46999.0,69999.0,33.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.3
Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,91.0,4.2
Electronics|WearableTechnology|SmartWatches,1998.0,9999.0,80.0,4.3
Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,75.0,3.8
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2049.0,2199.0,7.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,28.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,28999.0,0.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,28999.0,0.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,28.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8999.0,28.0,4.0
Electronics|Accessories|MemoryCards|MicroSD,569.0,1000.0,43.0,4.4
Electronics|WearableTechnology|SmartWatches,1898.0,4999.0,62.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1299.0,1599.0,19.0,4.0
Electronics|WearableTechnology|SmartWatches,1499.0,6990.0,79.0,3.9
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,999.0,40.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.0,11999.0,21.0,4.2
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,2499.0,76.0,3.9
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,25.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,349.0,1299.0,73.0,4.0
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",349.0,999.0,65.0,4.1
Electronics|Accessories|MemoryCards|MicroSD,959.0,1800.0,47.0,4.4
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,9499.0,11999.0,21.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1499.0,2499.0,40.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1149.0,2199.0,48.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,349.0,999.0,65.0,3.9
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1219.0,1699.0,28.0,4.4
Electronics|WearableTechnology|SmartWatches,1599.0,3999.0,60.0,4.0
Electronics|WearableTechnology|SmartWatches,1499.0,7999.0,81.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,18499.0,25999.0,29.0,4.1
Electronics|Accessories|MemoryCards|MicroSD,369.0,700.0,47.0,4.4
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,17999.0,28.0,4.1
Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,91.0,4.2
Electronics|WearableTechnology|SmartWatches,2199.0,9999.0,78.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,24999.0,32.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499.0,20999.0,21.0,4.0
Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,91.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,399.0,1099.0,64.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499.0,10999.0,23.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,8499.0,24.0,4.1
Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,91.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,25.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,139.0,495.0,72.0,4.3
Electronics|WearableTechnology|SmartWatches,3999.0,16999.0,76.0,4.3
Electronics|WearableTechnology|SmartWatches,2998.0,5999.0,50.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,349.0,43.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.0,18999.0,18.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,999.0,80.0,3.9
Electronics|WearableTechnology|SmartWatches,1799.0,19999.0,91.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,11999.0,25.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,873.0,1699.0,49.0,4.4
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,15999.0,19.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,539.0,1599.0,66.0,3.8
Electronics|WearableTechnology|SmartWatches,1999.0,9999.0,80.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15490.0,20990.0,26.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,19999.0,24999.0,20.0,3.9
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,1075.0,1699.0,37.0,4.4
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",399.0,699.0,43.0,4.0
Electronics|WearableTechnology|SmartWatches,1999.0,3990.0,50.0,4.0
Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,75.0,3.8
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,329.0,699.0,53.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,399.0,61.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,28999.0,34999.0,17.0,4.4
Electronics|WearableTechnology|SmartWatches,2299.0,7990.0,71.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,399.0,1999.0,80.0,4.0
Electronics|Accessories|MemoryCards|MicroSD,1149.0,3999.0,71.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,529.0,1499.0,65.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19499.0,28.0,4.1
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",379.0,999.0,62.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19999.0,30.0,4.1
Electronics|WearableTechnology|SmartWatches,3999.0,9999.0,60.0,4.4
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,149.0,1000.0,85.0,3.9
Electronics|Mobiles&Accessories|MobileAccessories|Stands,99.0,499.0,80.0,4.3
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",4790.0,15990.0,70.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,33999.0,33999.0,0.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,99.0,999.0,90.0,4.0
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",299.0,1900.0,84.0,3.6
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,10999.0,14999.0,27.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,34999.0,38999.0,10.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,24999.0,32.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Stands,199.0,499.0,60.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,999.0,1599.0,38.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1299.0,1599.0,19.0,4.0
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,1800.0,67.0,3.5
Electronics|Accessories|MemoryCards|MicroSD,599.0,1899.0,68.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1799.0,2499.0,28.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,176.63,499.0,65.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,10999.0,14999.0,27.0,4.1
Electronics|WearableTechnology|SmartWatches,2999.0,7990.0,62.0,4.1
Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,75.0,3.8
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,229.0,299.0,23.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,299.0,33.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,649.0,999.0,35.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19499.0,28.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Décor,119.0,299.0,60.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,17999.0,28.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,154.0,339.0,55.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,20999.0,26999.0,22.0,3.9
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,249.0,649.0,62.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,99.0,171.0,42.0,4.5
Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,489.0,1999.0,76.0,4.0
Electronics|Accessories|MemoryCards|MicroSD,369.0,1600.0,77.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.0,20999.0,26.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.0,18999.0,18.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,22999.0,28999.0,21.0,3.9
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,1490.0,60.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Stands,134.0,699.0,81.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,7499.0,7999.0,6.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,1149.0,2199.0,48.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1324.0,1699.0,22.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19999.0,30.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,799.0,63.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,999.0,1599.0,38.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,17999.0,28.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15490.0,20990.0,26.0,4.2
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",999.0,2899.0,66.0,4.6
Electronics|WearableTechnology|SmartWatches,1599.0,4999.0,68.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1324.0,1699.0,22.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,20999.0,29990.0,30.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,999.0,1999.0,50.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12490.0,15990.0,22.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,17999.0,21990.0,18.0,4.0
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,350.0,899.0,61.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1399.0,1630.0,14.0,4.0
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,399.0,60.0,4.1
Electronics|WearableTechnology|SmartWatches,1499.0,6990.0,79.0,3.9
Electronics|WearableTechnology|SmartWatches,1999.0,7990.0,75.0,3.8
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",999.0,2899.0,66.0,4.7
Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,2099.0,5999.0,65.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,337.0,699.0,52.0,4.2
Electronics|WearableTechnology|SmartWatches,2999.0,7990.0,62.0,4.1
Electronics|WearableTechnology|SmartWatches,1299.0,5999.0,78.0,3.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,349.0,399.0,13.0,4.4
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16499.0,20990.0,21.0,4.0
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",499.0,499.0,0.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1799.0,46.0,4.5
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",999.0,2899.0,66.0,4.6
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,10499.0,13499.0,22.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,399.0,38.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,251.0,999.0,75.0,3.7
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,199.0,499.0,60.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,6499.0,7999.0,19.0,4.1
Electronics|WearableTechnology|SmartWatches,2999.0,9999.0,70.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,279.0,1499.0,81.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Stands,269.0,1499.0,82.0,4.5
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8999.0,13499.0,33.0,3.8
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,59.0,199.0,70.0,4.0
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",599.0,1299.0,54.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,349.0,999.0,65.0,3.8
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,19499.0,28.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,349.0,999.0,65.0,3.8
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,499.0,599.0,17.0,4.2
Electronics|WearableTechnology|SmartWatches,2199.0,9999.0,78.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Décor,95.0,499.0,81.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,139.0,249.0,44.0,4.0
Electronics|WearableTechnology|SmartWatches,4499.0,7999.0,44.0,3.5
Electronics|Mobiles&Accessories|MobileAccessories|Stands,89.0,599.0,85.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,15499.0,20999.0,26.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,15999.0,13.0,3.9
Electronics|WearableTechnology|SmartWatches,1999.0,4999.0,60.0,3.9
Electronics|WearableTechnology|SmartWatches,1399.0,5999.0,77.0,3.3
Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,599.0,999.0,40.0,4.0
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,199.0,1099.0,82.0,4.0
Electronics|WearableTechnology|SmartWatches,1799.0,6990.0,74.0,4.0
Electronics|WearableTechnology|SmartWatches,1499.0,6990.0,79.0,3.9
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,20999.0,29990.0,30.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,13499.0,4.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,20999.0,19.0,4.1
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,19999.0,27990.0,29.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,18999.0,32.0,4.1
Electronics|WearableTechnology|SmartWatches,2999.0,5999.0,50.0,4.1
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,999.0,70.0,4.3
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,970.0,1999.0,51.0,4.4
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,329.0,999.0,67.0,4.2
Electronics|WearableTechnology|SmartWatches,1299.0,5999.0,78.0,3.3
Electronics|Accessories|MemoryCards|MicroSD,1989.0,3500.0,43.0,4.4
Electronics|WearableTechnology|SmartWatches,1999.0,9999.0,80.0,4.3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,12999.0,18999.0,32.0,4.1
Electronics|WearableTechnology|SmartWatches,1499.0,4999.0,70.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,20999.0,19.0,4.1
Electronics|WearableTechnology|SmartWatches,1999.0,8499.0,76.0,4.3
Electronics|WearableTechnology|SmartWatches,4999.0,6999.0,29.0,3.8
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,99.0,666.66,85.0,3.9
Electronics|WearableTechnology|SmartWatches,2499.0,5999.0,58.0,3.7
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,1399.0,1630.0,14.0,4.0
Electronics|WearableTechnology|SmartWatches,1499.0,9999.0,85.0,4.2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,899.0,1900.0,53.0,4.4
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,249.0,599.0,58.0,3.9
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",299.0,1199.0,75.0,4.5
Electronics|Mobiles&Accessories|MobileAccessories|Décor,79.0,499.0,84.0,4.2
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,13999.0,15999.0,13.0,3.9
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",949.0,999.0,5.0,4.2
Electronics|Mobiles&Accessories|MobileAccessories|Stands,99.0,499.0,80.0,4.1
Electronics|WearableTechnology|SmartWatches,2499.0,7990.0,69.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Mounts|HandlebarMounts,689.0,1999.0,66.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,499.0,1899.0,74.0,4.1
"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors",299.0,999.0,70.0,4.3
Electronics|Mobiles&Accessories|MobileAccessories|Stands,209.0,499.0,58.0,3.6
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,8499.0,12999.0,35.0,4.1
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,2179.0,3999.0,46.0,4.0
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,16999.0,20999.0,19.0,4.1
