category,discounted_price,actual_price,discount_percentage,rating
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,699.0,1595.0,56.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2148.0,3645.0,41.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,3599.0,7950.0,55.0,4.2
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,351.0,999.0,65.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",1614.0,1745.0,8.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",719.0,1295.0,44.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",678.0,1499.0,55.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,809.0,1545.0,48.0,3.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,1969.0,5000.0,61.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",1490.0,1695.0,12.0,4.4
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2499.0,3945.0,37.0,3.8
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",1665.0,2099.0,21.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,3229.0,5295.0,39.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1799.0,3595.0,50.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,1260.0,1699.0,26.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",749.0,1129.0,34.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3499.0,5795.0,40.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,379.0,999.0,62.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1099.0,2400.0,54.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,749.0,1299.0,42.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1299.0,1299.0,0.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",549.0,1090.0,50.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",899.0,2000.0,55.0,3.6
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1321.0,1545.0,14.0,4.3
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",1099.0,1999.0,45.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",775.0,875.0,11.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6299.0,15270.0,59.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",3190.0,4195.0,24.0,4
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",799.0,1989.0,60.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,2699.0,5000.0,46.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",599.0,990.0,39.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,749.0,1111.0,33.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6199.0,10400.0,40.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1819.0,2490.0,27.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1199.0,1900.0,37.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,6295.0,48.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,349.0,999.0,65.0,4
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",1049.0,1699.0,38.0,3.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,799.0,1500.0,47.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",4999.0,9650.0,48.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,6999.0,10590.0,34.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,799.0,1999.0,60.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,89.0,89.0,0.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1400.0,2485.0,44.0,4.1
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,355.0,899.0,61.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2169.0,3279.0,34.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",2799.0,3799.0,26.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,899.0,1249.0,28.0,3.9
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters",2499.0,5000.0,50.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",3599.0,7299.0,51.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",499.0,625.0,20.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",653.0,1020.0,36.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|PressureWashers,Steam&WindowCleaners",4789.0,8990.0,47.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HalogenHeaters",1409.0,1639.0,14.0,3.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,753.0,899.0,16.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,353.0,1199.0,71.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,1099.0,1899.0,42.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,8799.0,11595.0,24.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,1345.0,1750.0,23.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,2095.0,2095.0,0.0,4.5
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1498.0,2300.0,35.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HeatConvectors",2199.0,2990.0,26.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3699.0,4295.0,14.0,4.1
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,177.0,199.0,11.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1149.0,2499.0,54.0,3.8
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeGrinders|ElectricGrinders",244.0,499.0,51.0,3.3
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1959.0,2400.0,18.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",319.0,749.0,57.0,4.6
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,1499.0,1775.0,16.0,3.9
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",469.0,1599.0,71.0,3.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,1099.0,1795.0,39.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",9590.0,15999.0,40.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans",999.0,1490.0,33.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1299.0,1999.0,35.0,3.8
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",292.0,499.0,41.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,160.0,299.0,46.0,4.6
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,600.0,600.0,0.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,1130.0,1130.0,0.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,6295.0,48.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3599.0,9455.0,62.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,368.0,699.0,47.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3199.0,4999.0,36.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,1599.0,2900.0,45.0,3.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1999.0,2499.0,20.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",616.0,1190.0,48.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1499.0,2100.0,29.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,199.0,499.0,60.0,3.3
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",610.0,825.0,26.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,999.0,1499.0,33.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",8999.0,9995.0,10.0,4.4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",453.0,999.0,55.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2464.0,6000.0,59.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,2719.0,3945.0,31.0,3.7
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1439.0,1999.0,28.0,4.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,2799.0,3499.0,20.0,4.5
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2088.0,5550.0,62.0,4
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2399.0,4590.0,48.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,308.0,499.0,38.0,3.9
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2599.0,4400.0,41.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",479.0,1000.0,52.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",245.0,299.0,18.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",179.0,799.0,78.0,3.5
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",3569.0,5190.0,31.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,699.0,1345.0,48.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2089.0,4000.0,48.0,4.2
Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,2339.0,4000.0,42.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",784.0,1599.0,51.0,4.5
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",5499.0,9999.0,45.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",899.0,1990.0,55.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1695.0,1695.0,0.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",499.0,940.0,47.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2699.0,4700.0,43.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1448.0,2999.0,52.0,4.5
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,79.0,79.0,0.0,4
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6990.0,14290.0,51.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2698.0,3945.0,32.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",3199.0,5999.0,47.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1199.0,1950.0,39.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1414.0,2799.0,49.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,999.0,1950.0,49.0,3.8
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",5999.0,9999.0,40.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",9970.0,12999.0,23.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,698.0,699.0,0.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",2199.0,3190.0,31.0,4.3
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBags,320.0,799.0,60.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",298.0,499.0,40.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,1199.0,1499.0,20.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1399.0,2660.0,47.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,599.0,2799.0,79.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,1499.0,1499.0,0.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",14400.0,59900.0,76.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,1699.0,1900.0,11.0,3.6
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",649.0,999.0,35.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,6375.0,49.0,4
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,199.0,499.0,60.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1099.0,1899.0,42.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,664.0,1490.0,55.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,260.0,350.0,26.0,3.9
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",6499.0,8500.0,24.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,1484.0,2499.0,41.0,3.7
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",999.0,1560.0,36.0,3.6
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,3299.0,6500.0,49.0,3.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,259.0,999.0,74.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249.0,7795.0,58.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",4280.0,5995.0,29.0,3.8
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles,189.0,299.0,37.0,4.2
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1449.0,2349.0,38.0,3.9
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,199.0,499.0,60.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,474.0,1299.0,64.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,279.0,499.0,44.0,4.8
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1999.0,4775.0,58.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",799.0,1230.0,35.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,949.0,1999.0,53.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,3657.66,5156.0,29.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,1699.0,1999.0,15.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",1849.0,2095.0,12.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",12499.0,19825.0,37.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1099.0,1920.0,43.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,8199.0,16000.0,49.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,499.0,2199.0,77.0,3.7
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",6999.0,14999.0,53.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,1595.0,1799.0,11.0,4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1049.0,1950.0,46.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1182.0,2995.0,61.0,4.2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",499.0,999.0,50.0,4.6
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",8799.0,11995.0,27.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",1529.0,2999.0,49.0,3.3
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",1199.0,1690.0,29.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1052.0,1790.0,41.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,6499.0,8995.0,28.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales|DigitalScales,239.0,239.0,0.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,699.0,1599.0,56.0,4.7
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,2599.0,4290.0,39.0,4.4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",1547.0,2890.0,46.0,3.9
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,499.0,1299.0,62.0,4.7
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",510.0,640.0,20.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1899.0,3790.0,50.0,3.8
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",2599.0,4560.0,43.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1199.0,3500.0,66.0,4.3
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",999.0,2600.0,62.0,3.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1999.0,3300.0,39.0,4.2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,210.0,699.0,70.0,3.7
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",14499.0,23559.0,38.0,4.3
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,950.0,1599.0,41.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DeepFatFryers|AirFryers,7199.0,9995.0,28.0,4.4
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",2439.0,2545.0,4.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",7799.0,8995.0,13.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1599.0,1999.0,20.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2899.0,5500.0,47.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,9799.0,12150.0,19.0,4.3
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",3299.0,4995.0,34.0,3.8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,669.0,1499.0,55.0,2.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,5890.0,7506.0,22.0,4.5
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,9199.0,18000.0,49.0,4
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,351.0,1099.0,68.0,3.7
Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,899.0,1900.0,53.0,4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,1349.0,1850.0,27.0,4.4
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",6236.0,9999.0,38.0,4.1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,2742.0,3995.0,31.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,721.0,1499.0,52.0,3.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",2903.0,3295.0,12.0,4.3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1656.0,2695.0,39.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1399.0,2290.0,39.0,4.4
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,2079.0,3099.0,33.0,4.1
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",999.0,1075.0,7.0,4.1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",3179.0,6999.0,55.0,4
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1049.0,2499.0,58.0,3.6
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",3599.0,7290.0,51.0,3.9
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines",4799.0,5795.0,17.0,3.9
